Date,Close
12/31/1964,1242.27002
1/31/1965,1213.069946
2/28/1965,1132.77002
3/31/1965,1176.640015
4/30/1965,1096.599976
5/31/1965,1060.109985
6/30/1965,1097.199951
7/31/1965,1255.579956
8/31/1965,1223.73999
9/30/1965,1250.680054
10/31/1965,1373.160034
11/30/1965,1417.829956
12/31/1965,1470.380005
1/31/1966,1507.410034
2/28/1966,1584.280029
3/31/1966,1553.680054
4/30/1966,1514.150024
5/31/1966,1494.900024
6/30/1966,1499
7/31/1966,1463.040039
8/31/1966,1464.589966
9/30/1966,1441.02002
10/31/1966,1390.209961
11/30/1966,1452.099976
12/31/1966,1463.109985
1/31/1967,1494.819946
2/28/1967,1455.579956
3/31/1967,1437.23999
4/30/1967,1505.939941
5/31/1967,1494.180054
6/30/1967,1476.329956
7/31/1967,1342.680054
8/31/1967,1323.910034
9/30/1967,1376.050049
10/31/1967,1277.27002
11/30/1967,1283.469971
12/31/1967,1312.199951
1/31/1968,1349.77002
2/29/1968,1361.150024
3/31/1968,1456.069946
4/30/1968,1462.339966
5/31/1968,1531.180054
6/30/1968,1602.969971
7/31/1968,1691.910034
8/31/1968,1826.680054
9/30/1968,1745.290039
10/31/1968,1716.689941
11/30/1968,1699.079956
12/31/1968,1830.26001
1/31/1969,1758.540039
2/28/1969,1841.02002
3/31/1969,1904.939941
4/30/1969,1990.530029
5/31/1969,1953.52002
6/30/1969,1865.589966
7/31/1969,1909.26001
8/31/1969,2016.150024
9/30/1969,2130.300049
10/31/1969,2211.899902
11/30/1969,2348.030029
12/31/1969,2296.429932
1/31/1970,2385.070068
2/28/1970,2510.23999
3/31/1970,2114.320068
4/30/1970,2026.099976
5/31/1970,2138.110107
6/30/1970,2159.159912
7/31/1970,2132.209961
8/31/1970,2065.439941
9/30/1970,2114.199951
10/31/1970,1990.469971
11/30/1970,1987.140015
12/31/1970,2100.899902
1/31/1971,2232.419922
2/28/1971,2403.300049
3/31/1971,2468.179932
4/30/1971,2456.330078
5/31/1971,2637.350098
6/30/1971,2661.590088
7/31/1971,2297.060059
8/31/1971,2428.25
9/30/1971,2278.459961
10/31/1971,2442.709961
11/30/1971,2713.73999
12/31/1971,2856.5
1/31/1972,3021.97998
2/29/1972,3187.620117
3/31/1972,3187.620117
4/30/1972,3636.790039
5/31/1972,3710.699951
6/30/1972,3913.810059
7/31/1972,4066.780029
8/31/1972,4320.629883
9/30/1972,4537.990234
10/31/1972,4868.959961
11/30/1972,5207.939941
12/31/1972,5165.240234
1/31/1973,5121.319824
