Date,Close
1/1/1950,17.049999
2/1/1950,17.219999
3/1/1950,17.290001
4/1/1950,18.07
5/1/1950,18.780001
6/1/1950,17.690001
7/1/1950,17.84
8/1/1950,18.42
9/1/1950,19.450001
10/1/1950,19.530001
11/1/1950,19.51
12/1/1950,20.41
1/1/1951,21.66
2/1/1951,21.799999
3/1/1951,21.4
4/1/1951,22.43
5/1/1951,21.52
6/1/1951,20.959999
7/1/1951,22.4
8/1/1951,23.280001
9/1/1951,23.26
10/1/1951,22.940001
11/1/1951,22.879999
12/1/1951,23.77
1/1/1952,24.139999
2/1/1952,23.26
3/1/1952,24.370001
4/1/1952,23.32
5/1/1952,23.860001
6/1/1952,24.959999
7/1/1952,25.4
8/1/1952,25.030001
9/1/1952,24.540001
10/1/1952,24.52
11/1/1952,25.66
12/1/1952,26.57
1/1/1953,26.379999
2/1/1953,25.9
3/1/1953,25.290001
4/1/1953,24.620001
5/1/1953,24.540001
6/1/1953,24.139999
7/1/1953,24.75
8/1/1953,23.32
9/1/1953,23.35
10/1/1953,24.540001
11/1/1953,24.76
12/1/1953,24.809999
1/1/1954,26.08
2/1/1954,26.15
3/1/1954,26.940001
4/1/1954,28.26
5/1/1954,29.190001
6/1/1954,29.209999
7/1/1954,30.879999
8/1/1954,29.83
9/1/1954,32.310001
10/1/1954,31.68
11/1/1954,34.240002
12/1/1954,35.98
1/1/1955,36.630001
2/1/1955,36.759998
3/1/1955,36.580002
4/1/1955,37.959999
5/1/1955,37.91
6/1/1955,41.029999
7/1/1955,43.52
8/1/1955,43.18
9/1/1955,43.669998
10/1/1955,42.34
11/1/1955,45.509998
12/1/1955,45.48
1/1/1956,43.82
2/1/1956,45.34
3/1/1956,48.48
4/1/1956,48.380001
5/1/1956,45.200001
6/1/1956,46.970001
7/1/1956,49.389999
8/1/1956,47.509998
9/1/1956,45.349998
10/1/1956,45.580002
11/1/1956,45.080002
12/1/1956,46.669998
1/1/1957,44.720001
2/1/1957,43.259998
3/1/1957,44.110001
4/1/1957,45.740002
5/1/1957,47.43
6/1/1957,47.369999
7/1/1957,47.91
8/1/1957,45.220001
9/1/1957,42.419998
10/1/1957,41.060001
11/1/1957,41.720001
12/1/1957,39.990002
1/1/1958,41.700001
2/1/1958,40.84
3/1/1958,42.099998
4/1/1958,43.439999
5/1/1958,44.09
6/1/1958,45.240002
7/1/1958,47.189999
8/1/1958,47.75
9/1/1958,50.060001
10/1/1958,51.330002
11/1/1958,52.48
12/1/1958,55.209999
1/1/1959,55.450001
2/1/1959,55.41
3/1/1959,55.439999
4/1/1959,57.59
5/1/1959,58.68
6/1/1959,58.470001
7/1/1959,60.509998
8/1/1959,59.599998
9/1/1959,56.880001
10/1/1959,57.52
11/1/1959,58.279999
12/1/1959,59.889999
1/1/1960,55.610001
2/1/1960,56.119999
3/1/1960,55.34
4/1/1960,54.369999
5/1/1960,55.830002
6/1/1960,56.919998
7/1/1960,55.509998
8/1/1960,56.959999
9/1/1960,53.52
10/1/1960,53.389999
11/1/1960,55.540001
12/1/1960,58.110001
1/1/1961,61.779999
2/1/1961,63.439999
3/1/1961,65.059998
4/1/1961,65.309998
5/1/1961,66.559998
6/1/1961,64.639999
7/1/1961,66.760002
8/1/1961,68.07
9/1/1961,66.730003
10/1/1961,68.620003
11/1/1961,71.32
12/1/1961,71.550003
1/1/1962,68.839996
2/1/1962,69.959999
3/1/1962,69.550003
4/1/1962,65.239998
5/1/1962,59.630001
6/1/1962,54.75
7/1/1962,58.23
8/1/1962,59.119999
9/1/1962,56.27
10/1/1962,56.52
11/1/1962,62.259998
12/1/1962,63.099998
1/1/1963,66.199997
2/1/1963,64.290001
3/1/1963,66.57
4/1/1963,69.800003
5/1/1963,70.800003
6/1/1963,69.370003
7/1/1963,69.129997
8/1/1963,72.5
9/1/1963,71.699997
10/1/1963,74.010002
11/1/1963,73.230003
12/1/1963,75.019997
1/1/1964,77.040001
2/1/1964,77.800003
3/1/1964,78.980003
4/1/1964,79.459999
5/1/1964,80.370003
6/1/1964,81.690002
7/1/1964,83.18
8/1/1964,81.830002
9/1/1964,84.18
10/1/1964,84.860001
11/1/1964,84.419998
12/1/1964,84.75
1/1/1965,87.559998
2/1/1965,87.43
3/1/1965,86.160004
4/1/1965,89.110001
5/1/1965,88.419998
6/1/1965,84.120003
7/1/1965,85.25
8/1/1965,87.169998
9/1/1965,89.959999
10/1/1965,92.419998
11/1/1965,91.610001
12/1/1965,92.43
1/1/1966,92.879997
2/1/1966,91.220001
3/1/1966,89.230003
4/1/1966,91.059998
5/1/1966,86.129997
6/1/1966,84.739998
7/1/1966,83.599998
8/1/1966,77.099998
9/1/1966,76.559998
10/1/1966,80.199997
11/1/1966,80.449997
12/1/1966,80.330002
1/1/1967,86.610001
2/1/1967,86.779999
3/1/1967,90.199997
4/1/1967,94.010002
5/1/1967,89.080002
6/1/1967,90.639999
7/1/1967,94.75
8/1/1967,93.639999
9/1/1967,96.709999
10/1/1967,93.300003
11/1/1967,94
12/1/1967,96.470001
1/1/1968,92.239998
2/1/1968,89.360001
3/1/1968,90.199997
4/1/1968,97.459999
5/1/1968,98.68
6/1/1968,99.580002
7/1/1968,97.739998
8/1/1968,98.860001
9/1/1968,102.669998
10/1/1968,103.410004
11/1/1968,108.370003
12/1/1968,103.860001
1/1/1969,103.010002
2/1/1969,98.129997
3/1/1969,101.510002
4/1/1969,103.690002
5/1/1969,103.459999
6/1/1969,97.709999
7/1/1969,91.830002
8/1/1969,95.510002
9/1/1969,93.120003
10/1/1969,97.120003
11/1/1969,93.809998
12/1/1969,92.059998
1/1/1970,85.019997
2/1/1970,89.5
3/1/1970,89.629997
4/1/1970,81.519997
5/1/1970,76.550003
6/1/1970,72.720001
7/1/1970,78.050003
8/1/1970,81.519997
9/1/1970,84.300003
10/1/1970,83.25
11/1/1970,87.199997
12/1/1970,92.150002
1/1/1971,95.879997
2/1/1971,96.75
3/1/1971,100.309998
4/1/1971,103.949997
5/1/1971,99.629997
6/1/1971,98.699997
7/1/1971,95.580002
8/1/1971,99.029999
9/1/1971,98.339996
10/1/1971,94.230003
11/1/1971,93.989998
12/1/1971,102.089996
1/1/1972,103.940002
2/1/1972,106.57
3/1/1972,107.199997
4/1/1972,107.669998
5/1/1972,109.529999
6/1/1972,107.139999
7/1/1972,107.389999
8/1/1972,111.089996
9/1/1972,110.550003
10/1/1972,111.580002
11/1/1972,116.669998
12/1/1972,118.050003
1/1/1973,116.029999
2/1/1973,111.68
3/1/1973,111.519997
4/1/1973,106.970001
5/1/1973,104.949997
6/1/1973,104.260002
7/1/1973,108.220001
8/1/1973,104.25
9/1/1973,108.43
10/1/1973,108.290001
11/1/1973,95.959999
12/1/1973,97.550003
1/1/1974,96.57
2/1/1974,96.220001
3/1/1974,93.980003
4/1/1974,90.309998
5/1/1974,87.279999
6/1/1974,86
7/1/1974,79.309998
8/1/1974,72.150002
9/1/1974,63.540001
10/1/1974,73.900002
11/1/1974,69.970001
12/1/1974,68.559998
1/1/1975,76.980003
2/1/1975,81.589996
3/1/1975,83.360001
4/1/1975,87.300003
5/1/1975,91.150002
6/1/1975,95.190002
7/1/1975,88.75
8/1/1975,86.879997
9/1/1975,83.870003
10/1/1975,89.040001
11/1/1975,91.239998
12/1/1975,90.190002
1/1/1976,100.860001
2/1/1976,99.709999
3/1/1976,102.769997
4/1/1976,101.639999
5/1/1976,100.18
6/1/1976,104.279999
7/1/1976,103.440002
8/1/1976,102.910004
9/1/1976,105.239998
10/1/1976,102.900002
11/1/1976,102.099998
12/1/1976,107.459999
1/1/1977,102.029999
2/1/1977,99.82
3/1/1977,98.419998
4/1/1977,98.440002
5/1/1977,96.120003
6/1/1977,100.480003
7/1/1977,98.849998
8/1/1977,96.769997
9/1/1977,96.529999
10/1/1977,92.339996
11/1/1977,94.830002
12/1/1977,95.099998
1/1/1978,89.25
2/1/1978,87.040001
3/1/1978,89.209999
4/1/1978,96.830002
5/1/1978,97.239998
6/1/1978,95.529999
7/1/1978,100.68
8/1/1978,103.290001
9/1/1978,102.540001
10/1/1978,93.150002
11/1/1978,94.699997
12/1/1978,96.110001
1/1/1979,99.93
2/1/1979,96.279999
3/1/1979,101.589996
4/1/1979,101.760002
5/1/1979,99.080002
6/1/1979,102.910004
7/1/1979,103.809998
8/1/1979,109.32
9/1/1979,109.32
10/1/1979,101.82
11/1/1979,106.160004
12/1/1979,107.940002
1/1/1980,114.160004
2/1/1980,113.660004
3/1/1980,102.089996
4/1/1980,106.290001
5/1/1980,111.239998
6/1/1980,114.239998
7/1/1980,121.669998
8/1/1980,122.379997
9/1/1980,125.459999
10/1/1980,127.470001
11/1/1980,140.520004
12/1/1980,135.759995
1/1/1981,129.550003
2/1/1981,131.270004
3/1/1981,136
4/1/1981,132.809998
5/1/1981,132.589996
6/1/1981,131.210007
7/1/1981,130.919998
8/1/1981,122.790001
9/1/1981,116.18
10/1/1981,121.889999
11/1/1981,126.349998
12/1/1981,122.550003
1/1/1982,120.400002
2/1/1982,113.110001
3/1/1982,111.959999
4/1/1982,116.440002
5/1/1982,111.879997
6/1/1982,109.610001
7/1/1982,107.089996
8/1/1982,119.510002
9/1/1982,120.419998
10/1/1982,133.720001
11/1/1982,138.529999
12/1/1982,140.639999
1/1/1983,145.300003
2/1/1983,148.059998
3/1/1983,152.960007
4/1/1983,164.429993
5/1/1983,162.389999
6/1/1983,167.639999
7/1/1983,162.559998
8/1/1983,164.399994
9/1/1983,166.070007
10/1/1983,163.550003
11/1/1983,166.399994
12/1/1983,164.929993
1/1/1984,163.410004
2/1/1984,157.059998
3/1/1984,159.179993
4/1/1984,160.050003
5/1/1984,150.550003
6/1/1984,153.179993
7/1/1984,150.660004
8/1/1984,166.679993
9/1/1984,166.100006
10/1/1984,166.089996
11/1/1984,163.580002
12/1/1984,167.240005
1/1/1985,179.630005
2/1/1985,181.179993
3/1/1985,180.660004
4/1/1985,179.830002
5/1/1985,189.550003
6/1/1985,191.850006
7/1/1985,190.919998
8/1/1985,188.630005
9/1/1985,182.080002
10/1/1985,189.820007
11/1/1985,202.169998
12/1/1985,211.279999
1/1/1986,211.779999
2/1/1986,226.919998
3/1/1986,238.899994
4/1/1986,235.520004
5/1/1986,247.350006
6/1/1986,250.839996
7/1/1986,236.119995
8/1/1986,252.929993
9/1/1986,231.320007
10/1/1986,243.979996
11/1/1986,249.220001
12/1/1986,242.169998
1/1/1987,274.079987
2/1/1987,284.200012
3/1/1987,291.700012
4/1/1987,288.359985
5/1/1987,290.100006
6/1/1987,304
7/1/1987,318.660004
8/1/1987,329.799988
9/1/1987,321.829987
10/1/1987,251.789993
11/1/1987,230.300003
12/1/1987,247.080002
1/1/1988,257.070007
2/1/1988,267.820007
3/1/1988,258.890015
4/1/1988,261.329987
5/1/1988,262.160004
6/1/1988,273.5
7/1/1988,272.019989
8/1/1988,261.519989
9/1/1988,271.910004
10/1/1988,278.970001
11/1/1988,273.700012
12/1/1988,277.720001
1/1/1989,297.470001
2/1/1989,288.859985
3/1/1989,294.869995
4/1/1989,309.640015
5/1/1989,320.519989
6/1/1989,317.980011
7/1/1989,346.079987
8/1/1989,351.450012
9/1/1989,349.149994
10/1/1989,340.359985
11/1/1989,345.98999
12/1/1989,353.399994
1/1/1990,329.079987
2/1/1990,331.890015
3/1/1990,339.940002
4/1/1990,330.799988
5/1/1990,361.230011
6/1/1990,358.019989
7/1/1990,356.149994
8/1/1990,322.559998
9/1/1990,306.049988
10/1/1990,304
11/1/1990,322.220001
12/1/1990,330.220001
1/1/1991,343.929993
2/1/1991,367.070007
3/1/1991,375.220001
4/1/1991,375.339996
5/1/1991,389.829987
6/1/1991,371.160004
7/1/1991,387.809998
8/1/1991,395.429993
9/1/1991,387.859985
10/1/1991,392.450012
11/1/1991,375.220001
12/1/1991,417.089996
1/1/1992,408.779999
2/1/1992,412.700012
3/1/1992,403.690002
4/1/1992,414.950012
5/1/1992,415.350006
6/1/1992,408.140015
7/1/1992,424.209991
8/1/1992,414.029999
9/1/1992,417.799988
10/1/1992,418.679993
11/1/1992,431.350006
12/1/1992,435.709991
1/1/1993,438.779999
2/1/1993,443.380005
3/1/1993,451.670013
4/1/1993,440.190002
5/1/1993,450.190002
6/1/1993,450.529999
7/1/1993,448.130005
8/1/1993,463.559998
9/1/1993,458.929993
10/1/1993,467.829987
11/1/1993,461.790009
12/1/1993,466.450012
1/1/1994,481.609985
2/1/1994,467.140015
3/1/1994,445.769989
4/1/1994,450.910004
5/1/1994,456.5
6/1/1994,444.269989
7/1/1994,458.26001
8/1/1994,475.48999
9/1/1994,462.709991
10/1/1994,472.350006
11/1/1994,453.690002
12/1/1994,459.269989
1/1/1995,470.420013
2/1/1995,487.390015
3/1/1995,500.709991
4/1/1995,514.710022
5/1/1995,533.400024
6/1/1995,544.75
7/1/1995,562.059998
8/1/1995,561.880005
9/1/1995,584.409973
10/1/1995,581.5
11/1/1995,605.369995
12/1/1995,615.929993
1/1/1996,636.02002
2/1/1996,640.429993
3/1/1996,645.5
4/1/1996,654.169983
5/1/1996,669.119995
6/1/1996,670.630005
7/1/1996,639.950012
8/1/1996,651.98999
9/1/1996,687.330017
10/1/1996,705.27002
11/1/1996,757.02002
12/1/1996,740.73999
1/1/1997,786.159973
2/1/1997,790.820007
3/1/1997,757.119995
4/1/1997,801.340027
5/1/1997,848.280029
6/1/1997,885.140015
7/1/1997,954.309998
8/1/1997,899.469971
9/1/1997,947.280029
10/1/1997,914.619995
11/1/1997,955.400024
12/1/1997,970.429993
1/1/1998,980.280029
2/1/1998,1049.339966
3/1/1998,1101.75
4/1/1998,1111.75
5/1/1998,1090.819946
6/1/1998,1133.839966
7/1/1998,1120.670044
8/1/1998,957.280029
9/1/1998,1017.01001
10/1/1998,1098.670044
11/1/1998,1163.630005
12/1/1998,1229.22998
1/1/1999,1279.640015
2/1/1999,1238.329956
3/1/1999,1286.369995
4/1/1999,1335.180054
5/1/1999,1301.839966
6/1/1999,1372.709961
7/1/1999,1328.719971
8/1/1999,1320.410034
9/1/1999,1282.709961
10/1/1999,1362.930054
11/1/1999,1388.910034
12/1/1999,1469.25
1/1/2000,1394.459961
2/1/2000,1366.420044
3/1/2000,1498.579956
4/1/2000,1452.430054
5/1/2000,1420.599976
6/1/2000,1454.599976
7/1/2000,1430.829956
8/1/2000,1517.680054
9/1/2000,1436.51001
10/1/2000,1429.400024
11/1/2000,1314.949951
12/1/2000,1320.280029
1/1/2001,1366.01001
2/1/2001,1239.939941
3/1/2001,1160.329956
4/1/2001,1249.459961
5/1/2001,1255.819946
6/1/2001,1224.380005
7/1/2001,1211.22998
8/1/2001,1133.579956
9/1/2001,1040.939941
10/1/2001,1059.780029
11/1/2001,1139.449951
12/1/2001,1148.079956
1/1/2002,1130.199951
2/1/2002,1106.72998
3/1/2002,1147.390015
4/1/2002,1076.920044
5/1/2002,1067.140015
6/1/2002,989.820007
7/1/2002,911.619995
8/1/2002,916.070007
9/1/2002,815.280029
10/1/2002,885.76001
11/1/2002,936.309998
12/1/2002,879.820007
1/1/2003,855.700012
2/1/2003,841.150024
3/1/2003,848.179993
4/1/2003,916.919983
5/1/2003,963.590027
6/1/2003,974.5
7/1/2003,990.309998
8/1/2003,1008.01001
9/1/2003,995.969971
10/1/2003,1050.709961
11/1/2003,1058.199951
12/1/2003,1111.920044
1/1/2004,1131.130005
2/1/2004,1144.939941
3/1/2004,1126.209961
4/1/2004,1107.300049
5/1/2004,1120.680054
6/1/2004,1140.839966
7/1/2004,1101.719971
8/1/2004,1104.23999
9/1/2004,1114.579956
10/1/2004,1130.199951
11/1/2004,1173.819946
12/1/2004,1211.920044
1/1/2005,1181.27002
2/1/2005,1203.599976
3/1/2005,1180.589966
4/1/2005,1156.849976
5/1/2005,1191.5
6/1/2005,1191.329956
7/1/2005,1234.180054
8/1/2005,1220.329956
9/1/2005,1228.810059
10/1/2005,1207.01001
11/1/2005,1249.47998
12/1/2005,1248.290039
1/1/2006,1280.079956
2/1/2006,1280.660034
3/1/2006,1294.869995
4/1/2006,1310.609985
5/1/2006,1270.089966
6/1/2006,1270.199951
7/1/2006,1276.660034
8/1/2006,1303.819946
9/1/2006,1335.849976
10/1/2006,1377.939941
11/1/2006,1400.630005
12/1/2006,1418.300049
1/1/2007,1438.23999
2/1/2007,1406.819946
3/1/2007,1420.859985
4/1/2007,1482.369995
5/1/2007,1530.619995
6/1/2007,1503.349976
7/1/2007,1455.27002
8/1/2007,1473.98999
9/1/2007,1526.75
10/1/2007,1549.380005
11/1/2007,1481.140015
12/1/2007,1468.359985
1/1/2008,1378.550049
2/1/2008,1330.630005
3/1/2008,1322.699951
4/1/2008,1385.589966
5/1/2008,1400.380005
6/1/2008,1280
7/1/2008,1267.380005
8/1/2008,1282.829956
9/1/2008,1166.359985
10/1/2008,968.75
11/1/2008,896.23999
12/1/2008,903.25
1/1/2009,825.880005
2/1/2009,735.090027
3/1/2009,797.869995
4/1/2009,872.809998
5/1/2009,919.140015
6/1/2009,919.320007
7/1/2009,987.47998
8/1/2009,1020.619995
9/1/2009,1057.079956
10/1/2009,1036.189941
11/1/2009,1095.630005
12/1/2009,1115.099976
1/1/2010,1073.869995
2/1/2010,1104.48999
3/1/2010,1169.430054
4/1/2010,1186.689941
5/1/2010,1089.410034
6/1/2010,1030.709961
7/1/2010,1101.599976
8/1/2010,1049.329956
9/1/2010,1141.199951
10/1/2010,1183.26001
11/1/2010,1180.550049
12/1/2010,1257.640015
1/1/2011,1286.119995
2/1/2011,1327.219971
3/1/2011,1325.829956
4/1/2011,1363.609985
5/1/2011,1345.199951
6/1/2011,1320.640015
7/1/2011,1292.280029
8/1/2011,1218.890015
9/1/2011,1131.420044
10/1/2011,1253.300049
11/1/2011,1246.959961
12/1/2011,1257.599976
1/1/2012,1312.410034
2/1/2012,1365.680054
3/1/2012,1408.469971
4/1/2012,1397.910034
5/1/2012,1310.329956
6/1/2012,1362.160034
7/1/2012,1379.319946
8/1/2012,1406.579956
9/1/2012,1440.670044
10/1/2012,1412.160034
11/1/2012,1416.180054
12/1/2012,1426.189941
1/1/2013,1498.109985
2/1/2013,1514.680054
3/1/2013,1569.189941
4/1/2013,1597.569946
5/1/2013,1630.73999
6/1/2013,1606.280029
7/1/2013,1685.72998
8/1/2013,1632.969971
9/1/2013,1681.550049
10/1/2013,1756.540039
11/1/2013,1805.810059
12/1/2013,1848.359985
1/1/2014,1782.589966
2/1/2014,1859.449951
3/1/2014,1872.339966
4/1/2014,1883.949951
5/1/2014,1923.569946
6/1/2014,1960.22998
7/1/2014,1930.670044
8/1/2014,2003.369995
9/1/2014,1972.290039
10/1/2014,2018.050049
11/1/2014,2067.560059
12/1/2014,2058.899902
1/1/2015,1994.98999
2/1/2015,2104.5
3/1/2015,2067.889893
4/1/2015,2085.51001
5/1/2015,2107.389893
6/1/2015,2063.110107
7/1/2015,2103.840088
8/1/2015,1972.180054
9/1/2015,1920.030029
10/1/2015,2079.360107
11/1/2015,2080.409912
12/1/2015,2043.939941
1/1/2016,1940.23999
2/1/2016,1932.22998
3/1/2016,2059.73999
4/1/2016,2065.300049
5/1/2016,2096.949951
6/1/2016,2098.860107
7/1/2016,2173.600098
8/1/2016,2170.949951
9/1/2016,2168.27002
10/1/2016,2126.149902
11/1/2016,2198.810059
12/1/2016,2238.830078
1/1/2017,2278.870117
2/1/2017,2363.639893
3/1/2017,2362.719971
4/1/2017,2384.199951
5/1/2017,2411.800049
6/1/2017,2423.409912
7/1/2017,2470.300049
8/1/2017,2471.649902
9/1/2017,2519.360107
10/1/2017,2575.26001
11/1/2017,2584.840088
12/1/2017,2673.610107
1/1/2018,2872.870117
