Date,Open,High,Low,Close,Adj Close,Volume
1996-09-30,3954.699951,4073.199951,3951.899902,3979.100098,3979.100098,0
1996-11-01,3982.699951,4094.399902,3896.500000,4058.000000,4058.000000,0
1996-12-01,4055.899902,4123.200195,3882.699951,4118.500000,4118.500000,0
1997-01-01,4118.500000,4275.799805,4036.899902,4275.799805,4275.799805,0
1997-02-01,4272.299805,4362.399902,4252.799805,4308.299805,4308.299805,0
1997-03-01,4293.399902,4466.299805,4214.299805,4312.899902,4312.899902,0
1997-03-31,4205.100098,4466.500000,4200.500000,4436.000000,4436.000000,0
1997-04-30,4435.899902,4723.700195,4423.600098,4621.299805,4621.299805,0
1997-05-31,4644.700195,4796.000000,4524.200195,4604.600098,4604.600098,0
1997-06-30,4606.000000,4998.100098,4597.100098,4907.500000,4907.500000,0
1997-07-31,4914.600098,5095.299805,4779.299805,4817.500000,4817.500000,0
1997-08-31,4816.600098,5269.200195,4795.299805,5244.200195,5244.200195,0
1997-09-30,5241.399902,5367.299805,4382.799805,4842.299805,4842.299805,0
1997-11-01,4877.000000,4985.799805,4680.399902,4831.799805,4831.799805,0
1997-12-01,4871.700195,5247.600098,4859.799805,5135.500000,5135.500000,0
1998-01-01,5135.500000,5458.500000,4988.299805,5458.500000,5458.500000,0
1998-02-01,5589.899902,5821.799805,5530.799805,5767.299805,5767.299805,0
1998-03-01,5767.299805,6105.799805,5629.100098,5932.200195,5932.200195,0
1998-03-31,5930.899902,6150.500000,5699.899902,5928.399902,5928.399902,0
1998-04-30,5932.700195,6064.600098,5794.500000,5870.700195,5870.700195,0
1998-05-31,5870.700195,6049.600098,5646.100098,5832.600098,5832.600098,0
1998-06-30,5840.600098,6183.700195,5782.200195,5837.100098,5837.100098,0
1998-07-31,5832.200195,5832.200195,5108.700195,5249.399902,5249.399902,0
1998-08-31,5139.500000,5399.799805,4899.600098,5064.399902,5064.399902,0
1998-09-30,5024.799805,5455.200195,4599.200195,5438.399902,5438.399902,0
1998-11-01,5454.299805,5881.700195,5359.500000,5743.899902,5743.899902,0
1998-12-01,5723.299805,5970.100098,5377.200195,5882.600098,5882.600098,0
1999-01-01,5882.600098,6195.600098,5736.799805,5896.000000,5896.000000,25492140000
1999-02-01,5926.000000,6319.799805,5697.700195,6175.100098,6175.100098,10997843000
1999-03-01,6177.500000,6365.399902,5968.299805,6295.299805,6295.299805,13258784000
1999-03-31,6283.100098,6635.899902,6280.200195,6552.200195,6552.200195,11327739000
1999-04-30,6552.200195,6663.799805,6110.100098,6226.200195,6226.200195,20807156000
1999-05-31,6231.000000,6613.600098,6227.500000,6318.500000,6318.500000,11647956000
1999-06-30,6372.100098,6649.500000,6092.100098,6231.899902,6231.899902,11878815000
1999-07-31,6228.399902,6434.399902,5976.200195,6246.399902,6246.399902,10057050000
1999-08-31,6251.100098,6388.399902,5868.399902,6029.799805,6029.799805,11775277000
1999-09-30,6029.799805,6279.299805,5798.299805,6255.700195,6255.700195,13150541000
1999-11-01,6255.700195,6759.299805,6231.000000,6597.200195,6597.200195,16793563000
1999-12-01,6597.200195,6950.600098,6575.299805,6930.200195,6930.200195,11529365000
2000-01-01,6930.200195,6930.200195,6246.799805,6268.500000,6268.500000,34287688000
2000-02-01,6268.500000,6450.899902,5972.700195,6232.600098,6232.600098,33468110000
2000-03-01,6232.600098,6770.399902,6232.600098,6540.200195,6540.200195,24499272000
2000-03-31,6540.200195,6586.299805,5915.200195,6327.399902,6327.399902,17953192000
2000-04-30,6327.399902,6419.899902,5991.899902,6359.399902,6359.399902,38243682000
2000-05-31,6359.299805,6635.700195,6221.000000,6312.700195,6312.700195,17657991000
2000-06-30,6312.700195,6545.100098,6274.899902,6365.299805,6365.299805,16688347000
2000-07-31,6365.299805,6675.700195,6296.399902,6672.700195,6672.700195,19036058000
2000-08-31,6672.700195,6838.600098,6075.100098,6294.200195,6294.200195,20830932000
2000-09-30,6294.200195,6475.799805,6017.200195,6438.399902,6438.399902,20713930000
2000-11-01,6438.399902,6514.700195,6070.000000,6142.200195,6142.200195,20611042000
2000-12-01,6142.200195,6421.500000,6083.700195,6222.500000,6222.500000,16184311000
2001-01-01,6222.500000,6360.299805,6029.299805,6297.500000,6297.500000,55745684000
2001-02-01,6297.500000,6309.899902,5901.700195,5917.899902,5917.899902,23977042000
2001-03-01,5917.899902,6050.399902,5279.600098,5633.700195,5633.700195,27732111000
2001-03-31,5633.700195,5995.399902,5354.299805,5967.000000,5967.000000,23006315000
2001-04-30,5966.899902,5993.700195,5690.500000,5796.200195,5796.200195,25749874000
2001-05-31,5796.100098,5981.799805,5519.600098,5642.500000,5642.500000,26428794000
2001-06-30,5642.500000,5726.100098,5260.500000,5529.100098,5529.100098,27218149000
2001-07-31,5529.100098,5644.200195,5286.700195,5345.000000,5345.000000,24439402000
2001-08-31,5345.000000,5379.600098,4219.799805,4903.399902,4903.399902,34128664000
2001-09-30,4903.399902,5279.799805,4730.700195,5039.700195,5039.700195,29698603000
2001-11-01,5039.700195,5383.200195,4988.299805,5203.600098,5203.600098,31085113000
2001-12-01,5203.600098,5411.200195,5032.299805,5217.399902,5217.399902,19398298000
2002-01-01,5217.399902,5362.299805,5052.799805,5164.799805,5164.799805,54419416000
2002-02-01,5164.799805,5238.000000,5015.500000,5101.000000,5101.000000,28379876000
2002-03-01,5101.000000,5331.600098,5101.000000,5271.799805,5271.799805,26766432000
2002-03-31,5271.799805,5292.299805,5116.000000,5165.600098,5165.600098,63351782000
2002-04-30,5165.600098,5282.200195,5016.899902,5085.100098,5085.100098,33410901000
2002-05-31,5085.100098,5085.100098,4442.899902,4656.399902,4656.399902,62001076000
2002-06-30,4656.399902,4708.700195,3625.899902,4246.200195,4246.200195,44350087000
2002-07-31,4246.200195,4466.399902,3900.699951,4227.299805,4227.299805,28961622000
2002-08-31,4227.299805,4246.399902,3609.899902,3721.800049,3721.800049,35426907000
2002-09-30,3721.800049,4197.500000,3663.399902,4039.699951,4039.699951,36697812000
2002-11-01,4039.699951,4224.799805,3953.300049,4169.399902,4169.399902,40891688000
2002-12-01,4169.399902,4218.600098,3803.399902,3940.399902,3940.399902,25332268000
2003-01-01,3940.399902,4027.600098,3391.500000,3567.399902,3567.399902,76959002000
2003-02-01,3567.399902,3747.000000,3535.100098,3655.600098,3655.600098,33096864000
2003-03-01,3655.600098,3881.699951,3277.500000,3613.300049,3613.300049,37217666000
2003-03-31,3613.300049,3997.300049,3612.300049,3926.000000,3926.000000,29310772000
2003-04-30,3926.000000,4096.000000,3875.300049,4048.100098,4048.100098,31531355000
2003-05-31,4048.100098,4218.799805,4021.600098,4031.199951,4031.199951,34210105000
2003-06-30,4031.199951,4183.000000,3951.500000,4157.000000,4157.000000,36504021900
2003-07-31,4157.000000,4286.899902,4044.899902,4161.100098,4161.100098,29665062700
2003-08-31,4161.100098,4329.600098,4081.800049,4091.300049,4091.300049,40698786200
2003-09-30,4091.300049,4393.799805,4091.300049,4287.600098,4287.600098,40567964300
2003-11-01,4287.600098,4423.600098,4270.500000,4342.600098,4342.600098,34775662100
2003-12-01,4342.600098,4491.799805,4312.500000,4476.899902,4476.899902,29985787000
2004-01-01,4476.899902,4531.399902,4390.700195,4390.700195,4390.700195,79737448400
2004-02-01,4390.700195,4556.899902,4357.399902,4492.200195,4492.200195,40249839400
2004-03-01,4492.200195,4566.200195,4291.299805,4385.700195,4385.700195,42624016800
2004-03-31,4385.700195,4601.600098,4385.100098,4489.700195,4489.700195,32764019800
2004-04-30,4489.700195,4573.700195,4363.000000,4430.700195,4430.700195,65478858600
2004-05-31,4430.700195,4535.100098,4400.700195,4464.100098,4464.100098,33637349800
2004-06-30,4464.100098,4487.899902,4283.200195,4413.100098,4413.100098,34559558300
2004-07-31,4413.100098,4490.100098,4283.000000,4459.299805,4459.299805,28677387400
2004-08-31,4459.299805,4630.700195,4459.299805,4570.799805,4570.799805,35555566800
2004-09-30,4570.799805,4732.899902,4551.600098,4624.200195,4624.200195,32878422300
2004-11-01,4624.200195,4823.799805,4624.200195,4703.200195,4703.200195,33887966500
2004-12-01,4703.200195,4826.200195,4675.000000,4814.299805,4814.299805,28451048500
2005-01-01,4814.299805,4879.500000,4765.399902,4852.299805,4852.299805,62978437400
2005-02-01,4852.299805,5077.799805,4852.299805,4968.500000,4968.500000,33004713300
2005-03-01,4968.500000,5042.000000,4886.500000,4894.399902,4894.399902,34739240300
2005-03-31,4894.399902,4994.100098,4773.700195,4801.700195,4801.700195,32554037300
2005-04-30,4801.700195,5004.299805,4801.700195,4964.000000,4964.000000,61670863200
2005-05-31,4964.000000,5138.200195,4964.000000,5113.200195,5113.200195,33009384900
2005-06-30,5113.200195,5308.600098,5022.100098,5282.299805,5282.299805,35914811800
2005-07-31,5282.299805,5386.399902,5228.100098,5296.899902,5296.899902,28548031300
2005-08-31,5296.899902,5508.399902,5296.899902,5477.700195,5477.700195,32549434600
2005-09-30,5477.700195,5515.000000,5130.899902,5317.299805,5317.299805,34392061700
2005-11-01,5317.299805,5554.899902,5304.899902,5423.200195,5423.200195,39097398000
2005-12-01,5423.200195,5647.200195,5423.200195,5618.799805,5618.799805,28936712900
2006-01-01,5618.799805,5796.100098,5618.799805,5760.299805,5760.299805,78316945400
2006-02-01,5760.299805,5893.299805,5681.899902,5791.500000,5791.500000,37360442700
2006-03-01,5791.500000,6047.000000,5783.899902,5964.600098,5964.600098,44156359200
2006-03-31,5964.600098,6137.100098,5964.600098,6023.100098,6023.100098,30775738400
2006-04-30,6023.100098,6133.500000,5510.500000,5723.799805,5723.799805,80102979800
2006-05-31,5723.799805,5865.700195,5467.399902,5833.399902,5833.399902,36016491800
2006-06-30,5833.399902,5982.500000,5654.600098,5928.299805,5928.299805,28208524900
2006-07-31,5928.299805,5949.799805,5752.600098,5906.100098,5906.100098,29781300900
2006-08-31,5906.100098,6002.899902,5774.500000,5960.799805,5960.799805,31844288700
2006-09-30,5960.799805,6244.600098,5897.299805,6129.200195,6129.200195,34756904900
2006-11-01,6129.200195,6256.799805,6011.799805,6048.899902,6048.899902,35409313400
2006-12-01,6048.799805,6271.399902,5985.200195,6220.799805,6220.799805,25404344600
2007-01-01,6220.799805,6335.100098,6130.200195,6203.100098,6203.100098,73807766800
2007-02-01,6203.100098,6451.399902,6166.200195,6171.500000,6171.500000,33113526800
2007-03-01,6171.500000,6355.299805,5989.600098,6308.000000,6308.000000,40662590600
2007-03-31,6308.000000,6516.200195,6293.899902,6449.200195,6449.200195,31552436100
2007-04-30,6449.200195,6675.000000,6395.500000,6621.500000,6621.500000,40045493000
2007-05-31,6621.399902,6751.299805,6451.399902,6607.899902,6607.899902,39617755800
2007-06-30,6607.899902,6754.100098,6186.200195,6360.100098,6360.100098,38493758200
2007-07-31,6360.100098,6406.299805,5821.700195,6303.299805,6303.299805,38476548200
2007-08-31,6303.299805,6512.399902,6123.100098,6466.799805,6466.799805,35732252900
2007-09-30,6466.799805,6751.700195,6413.399902,6721.600098,6721.600098,41475583200
2007-11-01,6721.600098,6723.700195,6026.899902,6432.500000,6432.500000,32517377600
2007-12-01,6432.500000,6610.899902,6251.799805,6456.899902,6456.899902,19604099800
2008-01-01,6456.899902,6534.700195,5338.700195,5879.799805,5879.799805,68803306800
2008-02-01,5879.799805,6104.500000,5681.500000,5884.299805,5884.299805,28408840600
2008-03-01,5884.299805,5884.299805,5414.399902,5702.100098,5702.100098,30218452400
2008-03-31,5702.100098,6134.500000,5670.399902,6087.299805,6087.299805,25274143900
2008-04-30,6087.299805,6377.000000,6041.100098,6053.500000,6053.500000,23305545700
2008-05-31,6053.500000,6074.500000,5470.899902,5625.899902,5625.899902,30958200100
2008-06-30,5625.899902,5625.899902,5071.100098,5411.899902,5411.899902,38130751300
2008-07-31,5411.899902,5649.100098,5299.700195,5636.600098,5636.600098,23496934500
2008-08-31,5636.600098,5646.500000,4671.000000,4902.500000,4902.500000,34049796200
2008-09-30,4902.500000,5052.000000,3665.199951,4377.299805,4377.299805,39422701800
2008-11-01,4377.299805,4639.500000,3734.100098,4288.000000,4288.000000,26771142200
2008-12-01,4288.000000,4456.200195,3973.300049,4434.200195,4434.200195,20068050300
2009-01-01,4434.200195,4675.700195,3956.699951,4149.600098,4149.600098,54860251000
2009-02-01,4149.600098,4334.000000,3760.699951,3830.100098,3830.100098,24620222700
2009-03-01,3830.100098,3992.399902,3460.699951,3926.100098,3926.100098,32520602600
2009-03-31,3926.100098,4293.600098,3838.199951,4243.700195,4243.700195,25137931400
2009-04-30,4243.700195,4520.799805,4210.799805,4417.899902,4417.899902,22926029100
2009-05-31,4417.899902,4517.600098,4213.399902,4249.200195,4249.200195,25379501300
2009-06-30,4249.200195,4646.899902,4096.100098,4608.399902,4608.399902,22705926400
2009-07-31,4608.399902,4944.200195,4595.600098,4908.899902,4908.899902,20616527400
2009-08-31,4908.899902,5190.000000,4776.500000,5133.899902,5133.899902,22518435400
2009-09-30,5133.899902,5299.600098,4955.000000,5044.600098,5044.600098,24449723700
2009-11-01,5044.600098,5397.000000,4985.100098,5190.700195,5190.700195,21821867000
2009-12-01,5190.700195,5445.200195,5175.700195,5412.899902,5412.899902,20435954700
2010-01-01,5412.899902,5600.500000,5145.700195,5188.500000,5188.500000,44822673000
2010-02-01,5188.500000,5395.500000,5033.000000,5354.500000,5354.500000,25453436500
2010-03-01,5354.500000,5742.799805,5354.500000,5679.600098,5679.600098,25031230400
2010-03-31,5679.600098,5833.700195,5533.600098,5553.299805,5553.299805,21096454200
2010-04-30,5553.299805,5566.000000,4898.500000,5188.399902,5188.399902,61248656600
2010-05-31,5188.399902,5331.500000,4898.500000,4916.899902,4916.899902,24401952000
2010-06-30,4916.899902,5411.500000,4790.000000,5258.000000,5258.000000,20927401400
2010-07-31,5258.000000,5418.600098,5070.899902,5225.200195,5225.200195,18212358900
2010-08-31,5225.200195,5650.299805,5225.200195,5548.600098,5548.600098,17869511900
2010-09-30,5548.600098,5794.299805,5547.600098,5675.200195,5675.200195,16935426300
2010-11-01,5675.200195,5902.100098,5519.200195,5528.299805,5528.299805,19371404300
2010-12-01,5528.299805,6021.500000,5528.299805,5899.899902,5899.899902,13805135600
2011-01-01,5899.899902,6090.500000,5815.399902,5862.899902,5862.899902,35682249200
2011-02-01,5862.899902,6105.799805,5861.000000,5994.000000,5994.000000,16977620800
2011-03-01,5994.000000,6052.100098,5591.600098,5908.799805,5908.799805,19735351900
2011-03-31,5908.799805,6091.799805,5858.299805,6069.899902,6069.899902,12949138100
2011-04-30,6069.899902,6103.700195,5810.500000,5990.000000,5990.000000,35768461600
2011-05-31,5990.000000,5995.200195,5644.399902,5945.700195,5945.700195,19032766200
2011-06-30,5945.700195,6084.100098,5752.799805,5815.200195,5815.200195,17010630200
2011-07-31,5815.200195,5913.500000,4791.000000,5394.500000,5394.500000,25910288200
2011-08-31,5394.500000,5449.700195,4928.100098,5128.500000,5128.500000,20702669900
2011-09-30,5128.500000,5747.299805,4868.600098,5544.200195,5544.200195,17954993900
2011-11-01,5544.200195,5616.000000,5075.200195,5505.399902,5505.399902,21152667800
2011-12-01,5505.399902,5631.899902,5328.700195,5572.299805,5572.299805,14853676300
2012-01-01,5572.299805,5806.200195,5572.299805,5681.600098,5681.600098,39500705800
2012-02-01,5681.600098,5964.000000,5680.700195,5871.500000,5871.500000,19080523000
2012-03-01,5871.500000,5989.100098,5726.500000,5768.500000,5768.500000,21190270200
2012-03-31,5768.500000,5890.200195,5576.399902,5737.799805,5737.799805,17509200800
2012-04-30,5737.799805,5819.899902,5253.899902,5320.899902,5320.899902,19821912700
2012-05-31,5320.899902,5623.899902,5229.799805,5571.200195,5571.200195,18244741900
2012-06-30,5571.200195,5727.500000,5478.000000,5635.299805,5635.299805,14704975600
2012-07-31,5635.299805,5876.200195,5633.000000,5711.500000,5711.500000,13447450000
2012-08-31,5711.500000,5932.600098,5634.899902,5742.100098,5742.100098,16517517300
2012-09-30,5742.100098,5928.299805,5738.600098,5782.700195,5782.700195,16344114000
2012-11-01,5782.700195,5921.799805,5605.600098,5866.799805,5866.799805,16159586000
2012-12-01,5866.799805,5997.000000,5852.899902,5897.799805,5897.799805,10068193300
2013-01-01,5897.799805,6354.500000,5897.799805,6276.899902,6276.899902,28431772600
2013-02-01,6276.899902,6412.399902,6216.700195,6360.799805,6360.799805,14127015100
2013-03-01,6360.799805,6534.000000,6308.600098,6411.700195,6411.700195,15791228900
2013-03-31,6411.700195,6501.799805,6214.399902,6430.100098,6430.100098,28637721600
2013-04-30,6430.100098,6875.600098,6409.799805,6583.100098,6583.100098,15759714300
2013-05-31,6583.100098,6583.100098,6023.399902,6215.500000,6215.500000,15906792500
2013-06-30,6215.500000,6662.200195,6185.200195,6621.100098,6621.100098,14667037000
2013-07-31,6621.100098,6696.600098,6386.700195,6412.899902,6412.899902,13676112800
2013-08-31,6412.899902,6659.100098,6412.899902,6462.200195,6462.200195,15309122900
2013-09-30,6462.200195,6819.899902,6316.899902,6731.399902,6731.399902,14042142400
2013-11-01,6731.399902,6780.100098,6614.000000,6650.600098,6650.600098,12583322200
2013-12-01,6650.600098,6768.399902,6422.200195,6749.100098,6749.100098,10796315200
2014-01-01,6749.100098,6867.399902,6421.299805,6510.399902,6510.399902,30366406800
2014-02-01,6510.399902,6866.399902,6416.700195,6809.700195,6809.700195,17298837700
2014-03-01,6809.700195,6827.200195,6492.600098,6598.399902,6598.399902,18328722100
2014-03-31,6598.399902,6794.899902,6507.100098,6780.000000,6780.000000,15498792200
2014-04-30,6780.000000,6894.899902,6766.799805,6844.500000,6844.500000,13894805500
2014-05-31,6844.500000,6879.000000,6701.600098,6743.899902,6743.899902,12758465400
2014-06-30,6743.899902,6875.299805,6643.600098,6730.100098,6730.100098,13168689700
2014-07-31,6730.100098,6831.200195,6528.700195,6819.799805,6819.799805,10850819300
2014-08-31,6819.799805,6904.899902,6601.600098,6622.700195,6622.700195,15417322100
2014-09-30,6622.700195,6622.799805,6072.700195,6546.500000,6546.500000,20158414000
2014-11-01,6546.500000,6773.100098,6444.899902,6722.600098,6722.600098,14266358300
2014-12-01,6722.600098,6753.200195,6144.700195,6566.100098,6566.100098,13989469200
2015-01-01,6566.100098,6865.000000,6298.200195,6749.399902,6749.399902,15644596100
2015-02-01,6749.399902,6967.200195,6732.000000,6946.700195,6946.700195,14358563900
2015-03-01,6946.700195,7065.100098,6693.799805,6773.000000,6773.000000,17391381400
2015-03-31,6773.000000,7122.700195,6765.399902,6960.600098,6960.600098,14644991100
2015-04-30,6960.600098,7083.700195,6810.100098,6984.399902,6984.399902,15318287400
2015-05-31,6984.399902,7037.600098,6521.000000,6710.500000,6710.500000,17285508000
2015-06-30,6521.000000,6813.399902,6430.399902,6696.299805,6696.299805,19974561100
2015-07-31,6696.299805,6764.799805,5768.200195,6247.899902,6247.899902,17165806900
2015-08-31,6247.899902,6284.200195,5877.100098,6061.600098,6061.600098,17973431900
2015-09-30,6061.600098,6487.899902,6051.600098,6361.100098,6361.100098,15357871100
2015-11-01,6361.100098,6459.500000,6079.799805,6356.100098,6356.100098,13715196700
2015-12-01,6356.100098,6447.299805,5871.899902,6242.299805,6242.299805,13433251400
2016-01-01,6242.299805,6242.299805,5639.899902,6083.799805,6083.799805,17403133600
2016-02-01,6083.799805,6115.399902,5499.500000,6097.100098,6097.100098,19208966500
2016-03-01,6097.100098,6237.000000,6036.700195,6174.899902,6174.899902,16590666300
2016-03-31,6174.899902,6427.299805,6061.899902,6241.899902,6241.899902,15835859600
2016-04-30,6241.899902,6290.100098,6050.200195,6230.799805,6230.799805,15082622900
2016-05-31,6230.799805,6504.299805,5788.700195,6504.299805,6504.299805,24899037000
2016-06-30,6504.299805,6780.100098,6432.500000,6724.399902,6724.399902,19192240800
2016-07-31,6724.399902,6955.299805,6615.799805,6781.500000,6781.500000,15725368400
2016-08-31,6781.500000,6941.100098,6654.500000,6899.299805,6899.299805,18132999100
2016-09-30,6899.299805,7129.799805,6898.100098,6954.200195,6954.200195,18708869600
2016-11-01,6954.200195,6997.299805,6676.600098,6783.799805,6783.799805,20197573900
2016-12-01,6783.799805,7142.799805,6678.700195,7142.799805,7142.799805,14991595900
2017-01-01,7142.799805,7354.100098,7099.200195,7099.200195,7099.200195,17444698300
2017-02-01,7099.200195,7329.600098,7093.600098,7263.399902,7263.399902,16446446100
2017-03-01,7263.399902,7447.000000,7255.799805,7322.899902,7322.899902,20039972500
2017-03-31,7322.899902,7406.399902,7096.799805,7203.899902,7203.899902,15771258600
2017-04-30,7203.899902,7586.500000,7203.899902,7520.000000,7520.000000,18338797800
2017-05-31,7520.000000,7599.000000,7302.700195,7312.700195,7312.700195,19146718200
2017-06-30,7312.700195,7515.100098,7303.500000,7372.000000,7372.000000,14955806600
2017-07-31,7372.000000,7551.899902,7289.200195,7430.600098,7430.600098,14502712300
2017-08-31,7430.600098,7460.500000,7196.600098,7372.799805,7372.799805,15456243700
2017-09-30,7372.799805,7565.100098,7372.700195,7493.100098,7493.100098,17215435300
2017-11-01,7493.100098,7582.899902,7326.700195,7326.700195,7326.700195,18219002800
2017-12-01,7326.700195,7697.600098,7288.700195,7687.799805,7687.799805,13803243500
2018-01-01,7687.799805,7792.600098,7608.500000,7665.500000,7665.500000,14219262100
2018-01-29,7665.540039,7689.149902,7663.930176,7671.529785,7671.529785,0
